name,screen_name,description,followers_count,followers_count,friends_count,listed_count,favourites_count,created_at
Hunter,Hoobntoobr,I wish the reboot of ReBoot wasnt ReallyBad,72,72,178,0,1062,Sat Mar 17 17:40:50 +0000 2012
Black Morty Smith,Devzzie,"Bottled Up Energy. I'm a mess, man. 🤷🏾‍♂️",1369,1369,2997,0,48881,Mon Feb 28 23:17:46 +0000 2011
IJK,silverspoonho,osen?,75,75,144,1,12773,Thu Dec 06 22:18:04 +0000 2012
kike,kthegoon,to be at peace,327,327,269,0,12465,Fri Jun 21 01:16:29 +0000 2013
Karo,olynkxr,atl,161,161,127,0,7034,Wed Jul 12 22:41:27 +0000 2017
evaa,lemonadue,,280,280,344,1,4460,Tue Oct 09 10:56:04 +0000 2018
A$HTON LEE☔️,dope_astro,“Get Out” Out now on all streaming services 🏆 808s and blues☔️☔️☔️ $aj303007,158,158,156,1,2140,Wed Dec 02 04:17:00 +0000 2015
Lynley Flanagan,lionelflagenza,,124,124,472,2,3262,Fri Jun 17 19:01:10 +0000 2011
Swan,ItsSwanToYou,New Yorker in Austin.  I protect people that show me love.,47,47,263,0,345,Wed Jul 15 04:29:59 +0000 2015
Matt Chase,drum0501,"Producer, Drummer, Musician, I Love My Life. Ne Cede Malis= DO NOT YEILD TO DIFFICULTIES. #drum0501",62,62,382,0,253,Tue Jan 17 07:10:53 +0000 2012
ʝσɦɳเร૨є∂Ø୨,Johnisred091,"Juliet Oscar Hotel November India Sierra Romeo Echo Delta Zero Nine
20 yr old pan male

(ʝσɦɳαƭɦεɳ ѵεℓαƶφµεƶ)",81,81,1607,0,14428,Wed Nov 22 23:00:37 +0000 2017
DISCO SHRINE,DiscoShrine,✨Turn on the Lights out now! ✨Listen at the link below ✨,650,650,730,7,5501,Fri Oct 02 07:24:54 +0000 2015
cam1bishop,bishopcbish1,Gettysburg,48,48,146,0,2219,Fri Apr 29 02:09:17 +0000 2016
Vee 🔮🌙,_vanevicious_,The soul of a woman was created below.,373,373,452,2,11117,Sun Jan 15 20:23:40 +0000 2012
abo,aviabo_,,85,85,763,0,36075,Thu Jan 14 18:30:44 +0000 2016
CARTI BANKX,CARTIBANKX,⚡️ God 1st ⚡️ I’m Always Here For You ☪️,23288,23288,12699,37,19218,Sun Jan 15 21:05:58 +0000 2012
YLLIANA,bands_live_only,|Stay Rad|insta: just.ylliana.  I’m just chilling soooo,356,356,488,1,24235,Sun Feb 09 19:49:37 +0000 2014
Hamza,hamza_khaja,You cut your hair but you used to live a blonded life,213,213,512,0,55468,Tue May 28 14:41:40 +0000 2019
IHadWorkTomorrow🎉,thejackwarner,The earth is dying😜,151,151,355,0,1897,Fri Jan 06 01:14:19 +0000 2012
Bobbie Jo Cox,bobbiejocox,Gartner Senior Account Executive for Marketing Leaders. Mom of 2. Gator!!!,50,50,103,1,31,Fri Jan 01 03:23:24 +0000 2016
Vince Olmo,olmo_vince,,6,6,57,0,663,Tue Jul 17 23:25:54 +0000 2018
Q,prodQ_,,1034,1034,248,2,8154,Sat Apr 13 02:44:27 +0000 2013
ella,ellageiser_,,17,17,56,0,1897,Thu Aug 16 23:55:30 +0000 2018
devil woman,bambikailani,real protective with my soul 🦋,426,426,574,1,22383,Sun Jun 25 01:24:38 +0000 2017
Sling,Im_Sling,| IG: im_sling | @marlovace is the 🐐| Contact Me : contactsling@gmail.com,1303,1303,1205,1,7069,Wed Apr 27 22:37:45 +0000 2011
Moira Scanlon,moirascanlon,,0,0,27,0,565,Tue Dec 22 15:21:04 +0000 2009
EAZY E,elenitsokolas,Antisocial extrovert.,384,384,397,0,24185,Tue Aug 09 17:03:58 +0000 2016
TanMan,TanZambie,,14,14,709,1,3157,Sun Mar 23 23:55:08 +0000 2014
Adam👩🏻‍🎤,PipBoiFX,Brain Puke | Sometimes I stream too,30,30,149,0,9270,Wed Jan 03 19:34:32 +0000 2018
b.,brandonjreeder,My mind is going a mile an hour.,1,1,232,0,1426,Wed Apr 03 17:53:39 +0000 2019
ᴀ,gurlallmighty,,180,180,123,6,8359,Thu Feb 20 02:13:43 +0000 2014
@@@@@@@@@@@@@@@@@@@@,rat23436123,rat,21,21,1261,0,1,Mon May 09 03:05:35 +0000 2016
K. Washington,Trackside_ENT,Art 1st,368,368,1457,1,22750,Sat Jun 18 00:54:08 +0000 2016
flu,bolivianmami420,,95,95,280,0,9726,Tue Nov 15 18:45:05 +0000 2016
Israel Plascencia,israel831,cg❤️,494,494,1105,3,43531,Fri Feb 22 22:36:22 +0000 2013
amæz,beenhadgame,,44,44,823,1,451,Sat Feb 25 08:02:44 +0000 2012
Liam,saltedtoast2,Welcome to the shit show,31,31,264,0,9466,Fri May 13 14:25:54 +0000 2016
Jessica Gallegos,jjeessiiccaa02,yktv🧃,49,49,96,0,2306,Mon Oct 08 22:33:56 +0000 2018
funds,fazefunds,jacob sartorios stan,221,221,1500,0,1727,Sat May 03 14:24:42 +0000 2014
Mille,CindyChhaaaaa,Just trying to figure it out and have fun along the way(: Big dreams! Wild Cat sc: CindyChhaaaaa ig: CindyChaa22 🏳️‍🌈💕,683,683,512,9,109766,Mon Oct 17 19:00:30 +0000 2011
Patrick Heardman,Heardman_,@Dazed @VICE,1008,1008,997,8,9917,Tue Nov 29 04:21:06 +0000 2011
amanda,amandaorwhateva,I have no idea what I’m doing and I mean that in regards of Twitter & my life.,65,65,494,0,6289,Tue Feb 12 17:38:38 +0000 2019
sarah 🌙,urgirlnaps,keep growing quietly and seriously // she/her🍃,26,26,116,0,1065,Sat Jun 16 22:06:12 +0000 2018
Log,linderlog,it's a future Logan problem,117,117,183,0,6210,Thu Feb 19 15:58:43 +0000 2015
talley,huntertxlley,"i’m like 8 years late to this, just help a brother out?",83,83,139,0,5045,Thu Nov 14 02:41:08 +0000 2019
matt k,mattkrshaw,,42,42,592,0,534,Sat Jan 27 22:55:32 +0000 2018
gera,gerardoscode,:$,19,19,97,0,257,Fri Nov 30 02:23:10 +0000 2018
Aoife Flynn,aoifeflynnnn,,1,1,127,0,201,Sat Nov 18 17:38:31 +0000 2017
Jessica Bailey,JessicaMBailey_,"10% water, 90% CBD oil.",844,844,701,4,22688,Thu Oct 22 00:50:55 +0000 2009
Yajaira Vasquez,Yajaira40020064,Snap:yajaira.vz,0,0,38,0,537,Thu Mar 28 18:34:05 +0000 2019
Staying At Home Stan Account,YungHomieG,Probably having a meltdown about Jesus and Critical Race theory. M.A in Global Studies.  305 till I die. 1John 4:15 #BLM 🌹/🗽 #DefendDACA #NoDAPL #BlueForSudan,786,786,3772,6,118539,Fri Aug 01 20:08:44 +0000 2014
ناجحه عمالين,najioamalin,Neiji,19,19,57,0,1101,Wed Jul 31 11:07:24 +0000 2019
T,EmmaTrentacoste,what it do,49,49,121,0,3669,Thu Sep 06 16:48:02 +0000 2018
Definitely Not Danny B,jobsdontfindpls,"Here's the 411 folks, say some gangster is dissing your fly girl, you give em one of these",139,139,628,1,8024,Sun Aug 30 14:40:13 +0000 2015
Philip Stampe,StampePhilip,,13,13,75,0,6,Mon Jan 20 14:52:53 +0000 2014
YuroNixn,YuroNixn,,69,69,195,0,3953,Fri Aug 18 10:42:59 +0000 2017
insrt,insrt2,,0,0,25,0,24,Sun Aug 04 19:16:50 +0000 2019
🍓,cocontwater,migraines and fruit,4326,4326,816,33,33137,Sat May 18 03:12:30 +0000 2013
Johannes B,Johunnus,,0,0,74,0,237,Sat Apr 21 19:08:32 +0000 2018
Victoria Castillo,just_victoria3,"“Change is neither good or bad, it simply is. It can be greeted with terror or joy. “ ✝️🇲🇽📸",71,71,243,0,36172,Wed Apr 19 20:05:47 +0000 2017
mm,mykalmichele1,,243,243,202,0,58513,Sat Jul 11 03:15:10 +0000 2015
ًdrake,drake_nguyen,19 [unt23] ^_^,671,671,775,3,19385,Wed Jul 03 06:10:10 +0000 2013
bryan a life,bryanmb101,beat maker and sample maker hit me up if u wanna collab!,71,71,421,0,3270,Mon Dec 19 12:38:34 +0000 2011
Caudio,Caud09908080,Your local ball sniffer,1,1,28,0,27,Thu Jan 24 20:50:43 +0000 2019
kurtis morrison,kurtisfbaby51,,268,268,1668,1,918,Thu Aug 04 22:53:47 +0000 2011
Are You Filming? 🎥,babyboyforbes,Just Keep Swimming “ Danke schoen”,110,110,636,0,17106,Sun May 29 22:19:14 +0000 2016
paloma🤍,princesaapaloma,Wazzu 23’ ❤️🐾,26,26,71,0,3790,Thu Jan 03 03:04:05 +0000 2019
Aaron Van H.,silly_ginger,Filmmaker. Director/Producer.,77,77,628,5,3551,Thu May 28 04:58:26 +0000 2009
Summer Joy Rentals,SummerJoyRental,Downtown Private Pool Home - Near Everything,37,37,1080,0,385,Thu Nov 14 04:30:04 +0000 2019
jared :),jaredtraub,hit me on my iphone 4,48,48,219,2,8296,Sat Aug 27 03:25:27 +0000 2016
Bella,bellar030,,103,103,229,0,39579,Tue Jul 29 14:02:08 +0000 2014
julie,dazingburgos,dd !—🦋,3101,3101,877,32,86859,Sat Apr 19 16:45:14 +0000 2014
butt,youdontgettokn5,,9,9,607,0,2322,Wed Jul 03 06:43:08 +0000 2019
trin nsfr,THREETHIRTYLlVE,i’m forgetting how to hate myself,340,340,438,19,35747,Mon Jan 21 01:35:56 +0000 2019
lis♡,lisgodina,let's be fearless !!!! Gemini ♊️,1502,1502,626,8,19353,Sat Nov 23 21:20:20 +0000 2013
Joelle Kimbembe,Joelle02747061,Hope everyone has a great day 🤩,70,70,492,0,4898,Wed Jun 20 01:14:06 +0000 2018
Tyler,TylerSherlock1,,191,191,1718,0,24276,Sun Sep 08 22:38:40 +0000 2013
kyle harrison,__kyleharrison,art+tech+fashion,209,209,180,10,428,Sat Jan 24 00:43:31 +0000 2015
¡🧸mastiff!,LilPurrVert,Friendly Neighborhood Carts Dealer,196,196,148,0,19019,Thu Jan 16 15:50:54 +0000 2014
KaiOrWhatever,iscreamman_,"I'm Kai, im tallish and bikes are cool, follow me because i told you to? cheers xoxo",26,26,75,0,2489,Sun Mar 01 13:32:32 +0000 2015
emma 🥑 save awae!,emmainred_,"bombing for peace is like fucking for virginity
ela/she/her",575,575,1261,3,8857,Sun Mar 11 04:09:49 +0000 2018
LYSS,ellesaguebely,bonita y un poco locitaaa,434,434,574,0,17988,Tue Dec 09 02:10:41 +0000 2014
KEELEY!,fuckkeeley,i produce music i think,49,49,187,0,667,Sat Jan 21 05:52:08 +0000 2017
Leslie Badder,badder911,,0,0,62,0,48,Tue Aug 12 01:57:04 +0000 2014
s,whoissalo,Hello You’ve reached the house of unrecognized talent,117,117,364,0,76666,Sun Jan 31 15:11:06 +0000 2016
shae,urafaggotbw,19,123,123,969,0,78201,Fri Nov 11 07:27:24 +0000 2016
Jess,jessgonzaless_,ucsd' 22,462,462,421,0,6965,Wed May 27 05:18:35 +0000 2015
Caleb Malabo,cmalabo10,GOD ⚔️,543,543,366,1,14881,Sat Mar 15 02:45:56 +0000 2014
Alysm,_Alysm,☁️ Clouds is now Streaming ☁️,289,289,1374,2,68083,Mon Jul 30 21:06:27 +0000 2012
erin,ernipople,,62,62,273,0,17312,Sat May 11 17:35:08 +0000 2019
! BECK ¡,drycrybabyy,24 • Model• Creative Director• she/her •pansexual,32930,32930,948,51,16757,Mon Feb 24 18:42:21 +0000 2014
Henre,gatttsi,👁,141,141,1560,0,3154,Sun Jan 18 18:54:42 +0000 2015
Viola Davis’ snot,dirtyshoe10,Nikki Blonsky’s Tethered| reach me at my email misspiggiesvoice@gmail.com,129,129,756,3,112292,Sun Sep 20 19:11:17 +0000 2015
zach,zachsleung,rly fuckin smart,837,837,277,11,6492,Tue Oct 18 12:10:23 +0000 2016
up in this ho (again),laviglassman,strange man yells about music and makes puns priv: @lavisprivateacc,71,71,1643,0,7276,Sun Aug 30 11:22:28 +0000 2015
henry merkel,henrymerkel17,your favorite disney princess,50,50,326,0,704,Wed Apr 18 23:27:42 +0000 2018
Luke,BpLuke,,601,601,384,6,4330,Fri Jan 08 21:58:05 +0000 2010
shy,shyshooie,"Priv for @ShytPosts

He/Him/whatever idm
OC pfp pic by the amazing tori: @shiibbae",31,31,726,0,40527,Wed Mar 01 23:55:44 +0000 2017
mafoe,mafoe458,Neato,67,67,2501,0,82173,Wed Apr 18 18:55:40 +0000 2012
Kareem,KareemTabbara,,14,14,561,0,121,Wed Jan 16 22:50:12 +0000 2019
kimberly,khymyhk_,,9,9,185,0,2489,Thu Feb 18 23:58:14 +0000 2016
Miles,MTMiller8,Practice dosn't make you perfect... It only makes you better. Bobby Orr,74,74,1027,1,3680,Mon Sep 29 19:51:02 +0000 2014
SPACED MAN,somberspacewalk,truly a hell we live in,139,139,740,0,4873,Tue Feb 09 06:13:01 +0000 2016
aakihiro,akiroishikawa,ig @ https://t.co/29GTV0S1T3 🍙,68,68,1173,0,127052,Fri Jul 27 15:14:57 +0000 2018
katherine,akatagato,we’ll see what I become,27,27,60,0,933,Mon Dec 04 07:54:18 +0000 2017
Andrew P.,andr000p,woker than u,37,37,155,1,447,Sat Oct 10 15:16:38 +0000 2015
tavian✨🗡,xostardust_,,411,411,267,0,10695,Thu Oct 24 03:10:42 +0000 2013
Jude,waffletimeout,You want beans with that?,7,7,196,0,139,Sat Dec 22 23:55:14 +0000 2018
David Marquez,TheDave_Juice,This Is The Way,413,413,821,1,27254,Sat May 23 05:19:32 +0000 2015
TREAT PACK,TreatPack,YOUR FAVORITE INDESCRIBABLE MUSIC OUTLET. @waffleslaughter @crixcolt yeauhh LINKZ ⬇️,51,51,196,0,163,Thu Mar 21 05:28:48 +0000 2019
Payton_Harris,PaytonHarris18,,25,25,449,0,2798,Fri May 18 16:25:12 +0000 2018
lil depressed 🖤💫☔️👽☄️💜,DVRRENBXNN,w o r k i n g o n d y i n g,354,354,801,2,8380,Sat Oct 08 13:13:54 +0000 2011
George Gilpin,georgegilpin,,42,42,223,0,1584,Wed Feb 23 19:49:10 +0000 2011
spencer,XenoTG,#GyroDeservedBetter,40,40,839,1,22555,Fri Sep 09 20:05:39 +0000 2016
Francisco Traverso,StillDirtyBoy,"Niño Basura desde la cuna
-¿Y a usted qué le da pena?
-La Guerra
•Chico Terry•",102,102,524,0,542,Tue Oct 01 16:59:37 +0000 2013
Jordan Francis,ThisBluesGuy,,43,43,416,0,5912,Sun Jul 01 05:45:16 +0000 2012
Miguel Acero,MiguelBAcero,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,73,73,2381,0,14730,Mon Nov 18 16:40:02 +0000 2013
titozky,titozky05,"Hay apoyo, lo que falta es talento.",109,109,564,1,4060,Tue Aug 14 02:41:11 +0000 2012
Hanz Herdinand,HanzHerdinand,🅱🅾Y,6,6,208,0,2545,Mon Feb 18 11:24:19 +0000 2013
jared,jaredbcortez,ttu @venanciaflores,47,47,273,0,2142,Sun Oct 20 19:20:14 +0000 2019
geezuzmayne,geezuzmayne,dwarf basketball critic,65,65,516,0,9999,Sun Jun 14 05:41:40 +0000 2015
aidan denny,denny_aidan,he/him,51,51,268,0,9191,Mon Dec 17 03:01:10 +0000 2018
🧬Dum Internet Bitch🧬,smolflwr,lame hoe.,138,138,779,7,119448,Wed Sep 08 22:04:29 +0000 2010
Preston,Presto02756077,I love c#13 so fucking much but fucking F#Maj7,23,23,109,0,2252,Thu Jun 27 08:23:18 +0000 2019
Michael Mars,michaelmarsbeat,Music Producer,23,23,138,0,608,Sun Jun 02 03:40:59 +0000 2019
Iain Burhoe,BeingIain,You’re not gonna read this lol.,167,167,1944,2,28334,Wed Aug 24 15:20:46 +0000 2016
Liam Obrey-Espinoza,Leawesome1218,,4,4,132,0,33,Tue May 12 22:18:38 +0000 2015
Cian O'Neill,cianoneill7,Caveat Emptor,156,156,395,0,2143,Sat Feb 25 13:54:38 +0000 2012
Will Ross,WillR0ss,"proud jidiot —
dreamer and visionary",164,164,1163,0,7910,Thu Feb 19 21:47:20 +0000 2015
k a t i k,waxmagenta,Small titties big heart. I make shit shine ⬇️,200,200,275,19,5887,Thu Sep 17 09:51:18 +0000 2009
jaylene,jaylenecath,,43,43,64,0,492,Wed Feb 27 23:48:01 +0000 2019
noah__2020,noahbenitez1,🦋                                                          Snapchat- noah_benitez,26,26,171,0,402,Sat Oct 05 02:26:30 +0000 2013
jojo,JoSkiSki,never getting enough sleep,811,811,1091,3,77834,Thu Aug 23 02:41:21 +0000 2012
Thomas Disney,im_batman03,"F

sc: @jokersbeast99
ig: @thomas_disney",67,67,523,0,824,Wed Feb 24 21:03:56 +0000 2016
Ralphy,JonandKerry0121,......,4,4,569,0,781,Tue Jun 15 12:57:28 +0000 2010
Reece,RuseTrombone,Addicted to Terraria,57,57,1249,0,55904,Tue Jan 06 00:58:04 +0000 2015
Joe Little,JosephLittle18,,473,473,4223,1,56135,Sun Dec 30 14:15:29 +0000 2012
BB,BenBrown01,future member of the lizard elite.,169,169,632,2,29385,Wed Mar 06 16:18:02 +0000 2013
juslookin,juslookin15,,0,0,35,0,72,Wed Nov 21 15:11:53 +0000 2018
lex,lextrosity,do I look like a joke to you 🤡🤪🤪,39,39,130,0,679,Wed Feb 11 09:20:35 +0000 2015
“ﾚ乇Ｗﾚ乇Ｗ”,_l_e_w_d_,✨ 𝔰𝔬𝔣𝔱 𝔥𝔞𝔫𝔡𝔰 ✨,6,6,198,0,98,Wed Oct 10 11:14:32 +0000 2018
jjjao,naoseikkkkkkk,:(:,24,24,181,0,1252,Mon Oct 14 23:24:08 +0000 2019
Nana🦋,nanalilmochi,,54,54,383,0,2010,Wed May 15 10:54:38 +0000 2019
Jon Ice,Jonlce,i mke musik. he/him,0,0,87,0,307,Sun Oct 06 09:28:02 +0000 2019
karsyn 3000,krsnvns,ghost ridin the jib,393,393,525,1,55736,Sun Jan 15 19:22:57 +0000 2012
joe,mfjoom,i used to really hate my twitter name.,47,47,474,0,2871,Thu Oct 08 17:27:08 +0000 2015
Raquel Lizama,mellamawow,,118,118,300,1,10098,Sat Oct 13 14:52:38 +0000 2012
Angel Demon,_AngelDemon,he/they | Producer | Angst / Voices OUT NOW!!,162,162,963,5,60109,Wed Oct 15 16:26:16 +0000 2014
xavier,guava_xavi,he/him,292,292,394,0,25376,Thu Nov 03 03:31:02 +0000 2016
R E V O L T,lustatlaantic,💓@pseudosaiint || “I’m just going in with a diamond sword and a dream.”,202,202,769,1,12133,Thu Jan 28 21:41:35 +0000 2016
lachlan🌐,lachlanmcm,,224,224,737,0,19820,Tue May 24 21:36:37 +0000 2016
cintia monzon,ayyocejay,أنا أحبك,97,97,125,0,1831,Sat Jun 16 22:59:17 +0000 2012
Matthías Eyfjörð,Matthiaseyfjord,MattiBeats,39,39,295,0,1955,Mon Jun 13 09:54:20 +0000 2016
𝔞𝔩𝔢𝔎 (45%) 🐉,saintalek__,drugs sex & rock + roll ♉︎,552,552,764,0,5375,Fri Jan 02 05:27:01 +0000 2015
Salim Stoudamire Stan,ricksiii,,41,41,852,0,117552,Tue Dec 04 15:03:04 +0000 2018
futura free,Nry_xo,,1690,1690,752,51,108382,Fri Aug 06 12:30:22 +0000 2010
erik,FlowerBoii96,,35,35,110,0,3012,Tue Sep 27 23:29:01 +0000 2016
iam_ra,iamrammonales,"a designer of sorts
@radesignstudios",117,117,3002,1,15071,Mon Dec 29 11:39:45 +0000 2014
Te-Nu-Sal (@🏠),tenu_exe,,20,20,183,0,44875,Sat Jul 06 15:49:47 +0000 2019
Jesus Mendez⚰️,chuwym__,#sad The Twitter About Nothing,1078,1078,547,6,137887,Sat Dec 24 03:04:05 +0000 2011
FlorisNotOutside,FlorisMoist,"Funny loserchild, or something like that, follow for another regret",71,71,908,0,53740,Wed Jun 24 15:48:51 +0000 2015
masood,__sood,you have distracted from my creative process,163,163,820,0,16440,Thu May 07 21:19:32 +0000 2015
gisselle gonzalez,gisseelleeeee,u found me,380,380,271,1,10315,Tue Jun 18 19:54:17 +0000 2013
Servando Guerrero,kidguerrero_10,The College of Idaho 2020 - Vrodie as my header ⬆⬆⬆,851,851,699,3,19938,Sat Jan 14 03:29:01 +0000 2012
Ryan,ryanboyle_04,@MotherwellFC,29,29,1126,0,19260,Sat Sep 22 15:52:12 +0000 2018
🌻,deasiajenee,"DeAsia | recovering undercover over-lover || writer, poet, creative || selah 💋",944,944,848,0,11210,Sun Mar 13 14:59:35 +0000 2011
E⛅️,EthanSeriath,"here for the shortest, most alright time available
black/white don't ask again",115,115,179,0,24971,Sun Feb 01 09:20:22 +0000 2015
numbmoi is fucking washed bruh,numbmoi,i make music,235,235,1049,2,15965,Sat Oct 08 19:32:55 +0000 2016
Irish Gambin0,FrankTidalWave,"Galway,Ireland ☘🇮🇪🇳🇬| UoN Graduate 🇬🇧 |",531,531,1332,1,55262,Mon Jun 17 21:32:53 +0000 2013
Tanay Patel,tuhnaenae,quarantine crazy,453,453,356,5,54264,Sun Dec 08 03:39:19 +0000 2013
cinnamon girl,cinnameme,instant crush,100,100,643,0,19403,Mon Feb 19 06:28:05 +0000 2018
Ivan,Ivanrod_3,osu ‘22| pi kapp,444,444,293,1,5166,Sun Dec 23 20:43:43 +0000 2012
dannn,dvniel_ortega,ucsb,393,393,329,0,2338,Wed May 08 03:47:38 +0000 2013
🍆💉💸💰💵💴💎💊,maxgd19,,138,138,838,1,1597,Sun Jul 19 20:32:16 +0000 2015
mel 🧚🏽,boysdocri,,181,181,250,0,12769,Sun Dec 25 23:02:18 +0000 2016
Josip Platužić,JosipPlatuzic,,1,1,71,0,69,Wed Aug 07 10:37:23 +0000 2013
🅱️onner ❌,authorizeddicc,🍎 ♥️ ☕️,27,27,119,0,1487,Wed Mar 13 23:43:23 +0000 2019
gabby,gabrieIIex,🪐,380,380,294,1,34249,Fri Jul 25 23:29:24 +0000 2014
chantal nathalie,why_chantal,,501,501,252,1,9148,Sat Mar 23 02:50:41 +0000 2013
bill,BASeffect,"your favorite hip-hop asmr eGamer.
my thots are my own",90,90,738,1,19253,Sat May 02 15:37:20 +0000 2009
Arianna,ariannakocabay,,40,40,66,0,1584,Tue Sep 04 19:06:51 +0000 2018
wyllys CMAB,_wyllys,who knows?,246,246,280,0,30702,Mon Mar 08 22:39:05 +0000 2010
Mel,fistertwister69,hey bud!,69,69,171,0,8514,Sat Sep 23 03:46:11 +0000 2017
E. Rex Sean,robsmyname,1-824-WAS-HATN,221,221,397,2,34824,Thu Apr 19 05:47:53 +0000 2012
max blevins,Juhs7ice_,,208,208,1740,0,6462,Thu Aug 08 00:48:25 +0000 2013
Jame,Jamikane2001,"3/10 twitter profile, would not follow",92,92,201,1,1980,Tue Apr 16 00:20:12 +0000 2013
tim,tmllnd,,320,320,1491,0,31503,Sat Mar 17 13:38:00 +0000 2012
George Hext,george_hext,11/12/99,50,50,329,0,1067,Tue Sep 08 17:55:53 +0000 2015
Steve Sanchez,ste12_san,I JUST WANT MORE SHOES,83,83,102,0,5911,Mon Oct 31 05:10:36 +0000 2016
Dew,BongoDrew,WANABEE,54,54,729,0,11967,Mon Jan 21 05:50:38 +0000 2019
ⓨⓐ ⓜⓞⓣⓗⓐⓢ ⓑⓞⓧ,jessejohn231,,44,44,692,0,5476,Sat Nov 04 20:48:01 +0000 2017
HeadAsseryIncarnate,Hwcompton,"HOBY '13
Columbia University '19
He/him They/Them non-binary",195,195,499,0,18495,Thu Jan 20 14:12:10 +0000 2011
alyssa,alysssagosss,,80,80,133,0,29883,Thu May 02 05:38:19 +0000 2019
itsLali,its_lali_,Dont know wtf I'm doing,47,47,117,0,3006,Mon Nov 12 08:05:21 +0000 2018
*MILLIE,millllicent,I love Jesus and fashion and stuff,354,354,358,0,14000,Tue Jun 18 19:51:21 +0000 2013
nesthot,fochilas,muerto por singamalo,21,21,223,0,4766,Tue Jan 02 18:54:57 +0000 2018
bri ♡,briannamacaraeg,lost in the thrill of it all,1062,1062,634,2,24520,Fri Jan 04 01:58:25 +0000 2013
bonerville,kushwizard88,anthony is now in your hood,142,142,1220,1,4275,Sat May 27 22:59:16 +0000 2017
Mary Jane Potman,maryjane_potman,"""It's my song but I'm still trying to learn the words.""",64,64,534,2,5951,Thu Aug 09 02:38:32 +0000 2012
edwin,WunderfulEd,I’m just waiting to go to Hell at this point. he/ him,258,258,1148,1,54206,Sat Aug 30 15:08:08 +0000 2014
why aren't you watching The Master (2012),aChairOverThere,joe biden bulli account. I'm really really trying not to get this one suspended...,28,28,859,0,8560,Tue Jun 14 02:35:07 +0000 2016
🖤,YicselRuby,,388,388,222,35,13914,Mon Dec 10 07:54:09 +0000 2012
Patrick Bender,patty_bender1,Accounting and Economics Major at Emporia State University | He/Him/His | 🏳️‍🌈,54,54,1202,0,50760,Fri Apr 11 23:08:29 +0000 2014
kiki,nipslips420,Bad Jokes. Short and dense like a corgi. not on vacation,40,40,162,0,1149,Sun Dec 02 21:21:00 +0000 2018
cesar,cesarrrioo,@fearofmakingout K.Z. depop: cesarspalace,688,688,327,4,8668,Sat Mar 31 17:18:53 +0000 2012
Kenny Lang,kennyguy325, SC:kennyguy325,312,312,472,3,16353,Sat Sep 10 09:07:28 +0000 2011
✾𝖟𝖚𝖗𝖈𝖍𝖙𝖊𝖇𝖆𝖟𝖎𝖑𝖊✾,zurchtebazile,yOoOOOo???,356,356,427,1,35031,Mon Jan 21 22:34:11 +0000 2013
Quickshot,BudgetQuickshot,nice,191,191,1128,1,85388,Fri Jun 24 10:30:58 +0000 2016
Aidan Doyle,aidansspamacc,,13,13,836,0,20911,Thu Jun 22 14:32:16 +0000 2017
SKIEISEKAI,TariqHanson1,''There is an anime girl hidden in all of us. Unleash her.'',120,120,469,0,7681,Tue Jun 04 01:36:28 +0000 2013
GLooks Breno! +VIBES!,BBYBOIBANDZ,"برينان 
EgoDeath
🖤
Scheme god, Professional Schemer...
I'm from Agartha!


IG:bbyboibandz",500,500,2328,2,19920,Sun Jun 08 01:22:13 +0000 2014
Joe Arnold,josarnold17,,35,35,215,0,21659,Wed Jan 11 20:05:29 +0000 2017
kayla,Kaayla760,,532,532,527,1,0,Sat Jun 02 23:15:24 +0000 2012
OPYEY,opyey,Graphic designer / Motion designer graphic.opyey@gmail.com              https://t.co/YziusXZxy0,67,67,343,0,29,Wed Mar 29 16:25:34 +0000 2017
❀ZOEY❀,yungbabybug,18 // Zoology student // I love dawgs and dogs,206,206,1000,3,32595,Tue Oct 13 01:57:53 +0000 2015
Ryan Blueberry,BlueberryRyan,,1,1,23,0,25,Tue Aug 20 23:23:31 +0000 2019
jc,clarythromycin,crowdsourcing my self esteem,316,316,428,3,17349,Tue Dec 14 21:20:20 +0000 2010
aly,alyjoymck,pura vida//laguna college of art+design ‘23,398,398,362,1,10316,Sat Aug 15 17:55:26 +0000 2015
tony,feistbackwash,,53,53,248,0,6206,Tue Mar 20 22:39:33 +0000 2018
dubu,InsertAge,jus wanna scream and shout and let it all out,65,65,194,1,9758,Wed Feb 28 21:48:00 +0000 2018
angela,angelaepm1,college park beibi,516,516,753,1,17516,Thu Sep 29 21:20:02 +0000 2016
Kassandra Hernandez,_kasshern,whatever takes you mountain high ☯️,126,126,179,0,1160,Fri Aug 10 17:14:23 +0000 2018
also halfasammich,iamrickydayman,"part-time disappointment, full-time sammich. debut EP OUT NOW.",219,219,1461,0,47043,Thu May 31 00:11:17 +0000 2018
Club Penguin Legend,mikeyyhogan,Too weird to live and too rare to die.,108,108,360,0,2793,Sun Jul 17 03:11:29 +0000 2011
mikayla,mikaylajanel_,i am 👶🏽,411,411,344,0,2909,Wed Oct 11 02:17:42 +0000 2017
colby zemp,colbyzemp,life's good. Aviation Pilot,129,129,161,0,637,Mon Oct 14 02:18:00 +0000 2013
party,godditgood_,,127,127,590,1,24673,Mon Apr 02 04:17:08 +0000 2018
deflatedfootball,ZexioXY,LLJ,69,69,169,0,18631,Wed Jun 22 14:25:07 +0000 2016
